timestamp,message
1754660630552,"Received message on topic chunked/a408783ff168f48e3e46c93f110b9c45: -22.9163179916318"
1754660630552,"Raw message data: -22.9163179916318"
1754660630552,"Fallback parse as float: -22.9163179916318 -> -22.9163179916318"
1754660630552,"Pushed window result to buffer: {\"start\":1754660570552,\"end\":1754660630552,\"value\":-22.9163179916318,\"agg\":\"AVG\"}"
1754660630552,"After adding result - Topic chunked/a408783ff168f48e3e46c93f110b9c45 buffer size: 1"
1754660630552,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":1,\"chunked/a408783ff168f48e3e46c93f110b9c45\":1}"
1754660630552,"Successfully published unified cross-sensor average: 1.4134513003974896"
1754660630591,"Received message on topic chunked/a408783ff168f48e3e46c93f110b9c45: -22.9163179916318"
1754660630591,"Pushed window result to buffer: {\"start\":1754660570591,\"end\":1754660630591,\"value\":-22.9163179916318,\"agg\":\"AVG\"}"
1754660630591,"After adding result - Topic chunked/a408783ff168f48e3e46c93f110b9c45 buffer size: 2"
1754660630591,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":2,\"chunked/a408783ff168f48e3e46c93f110b9c45\":2}"
1754660690162,"Received message on topic chunked/fcecdbed7f0b2baabd37fd628b0b3cb6: 0.6503907416806722"
1754660690162,"Pushed window result to buffer: {\"start\":1754660630162,\"end\":1754660690162,\"value\":0.6503907416806722,\"agg\":\"AVG\"}"
1754660690162,"After adding result - Topic chunked/fcecdbed7f0b2baabd37fd628b0b3cb6 buffer size: 3"
1754660690162,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":3,\"chunked/a408783ff168f48e3e46c93f110b9c45\":2}"
1754660690162,"Received message on topic chunked/fcecdbed7f0b2baabd37fd628b0b3cb6: 0.6503907416806722"
1754660690162,"Raw message data: 0.6503907416806722"
1754660690163,"Fallback parse as float: 0.6503907416806722 -> 0.6503907416806722"
1754660690163,"Pushed window result to buffer: {\"start\":1754660630163,\"end\":1754660690163,\"value\":0.6503907416806722,\"agg\":\"AVG\"}"
1754660690163,"After adding result - Topic chunked/fcecdbed7f0b2baabd37fd628b0b3cb6 buffer size: 2"
1754660690163,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":2,\"chunked/a408783ff168f48e3e46c93f110b9c45\":1}"
1754660690385,"Received message on topic chunked/a408783ff168f48e3e46c93f110b9c45: -29.04602510460251"
1754660690386,"Received message on topic chunked/a408783ff168f48e3e46c93f110b9c45: -29.04602510460251"
1754660690386,"Raw message data: -29.04602510460251"
1754660690386,"Fallback parse as float: -29.04602510460251 -> -29.04602510460251"
1754660690386,"Pushed window result to buffer: {\"start\":1754660630386,\"end\":1754660690386,\"value\":-29.04602510460251,\"agg\":\"AVG\"}"
1754660690386,"After adding result - Topic chunked/a408783ff168f48e3e46c93f110b9c45 buffer size: 2"
1754660690386,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":2,\"chunked/a408783ff168f48e3e46c93f110b9c45\":2}"
1754660690385,"Pushed window result to buffer: {\"start\":1754660630385,\"end\":1754660690385,\"value\":-29.04602510460251,\"agg\":\"AVG\"}"
1754660690385,"After adding result - Topic chunked/a408783ff168f48e3e46c93f110b9c45 buffer size: 3"
1754660690385,"All topic buffer sizes after message: {\"chunked/fcecdbed7f0b2baabd37fd628b0b3cb6\":3,\"chunked/a408783ff168f48e3e46c93f110b9c45\":3}"
